budget,id,popularity,revenue,title,vote_average,vote_count,genre_ids,genre_names,btc_name,btc_id
0,367647,0.035294,0,Connections,9.0,1,,,,
4000000,30388,0.547182,0,Reykjavik Whale Watching Massacre,5.5,14,35|27,Comedy|Horror,,
0,29920,10.520394,0,Easy Money,6.5,63,18|53|80,Drama|Thriller|Crime,Easy Money Collection,154002
0,39284,0.515892,0,To Joy,7.3,13,18,Drama,,
0,44988,0.677394,0,Grown Up Movie Star,5.5,7,18,Drama,,
3000000,51423,0.702712,4800080,Beyond,6.2,10,18,Drama,,
900000,54527,1.227597,0,Into Eternity,7.4,26,99,Documentary,,
0,23521,0.870327,0,Daffy Duck's Quackbusters,6.0,14,14|878|10751,Fantasy|Science Fiction|Family,Daffy Duck Movie Collection,432151
0,46105,1.550254,90275,American: The Bill Hicks Story,8.0,20,35|99,Comedy|Documentary,,
40000000,49012,9.698075,45735397,Arthur,5.3,270,35|10749,Comedy|Romance,,
40000000,41446,10.000721,97138686,Scream 4,6.1,930,27|9648,Horror|Mystery,Scream Collection,2602
90000000,46195,10.403228,484635760,Rio,6.5,2213,16|12|35|10751,Animation|Adventure|Comedy|Family,Rio Collection,229932
14734000,57695,2.156145,6775121,The Princess of Montpensier,6.4,42,28|18|36|10749,Action|Drama|History|Romance,,
0,101226,0.338929,0,Dear Heart,8.0,4,35|10751,Comedy|Family,,
0,126596,0.942526,0,The Mudlark,6.0,3,18,Drama,,
0,49876,2.421473,0,The Mouse on the Moon,6.1,9,35|18,Comedy|Drama,,
0,178587,0.109127,0,The Happy Time,5.0,1,,,,
0,57698,0.393288,0,Gold Diggers of 1937,8.0,2,35|10402|10749,Comedy|Music|Romance,,
0,3081,0.132149,0,The Goddess,0.0,1,18,Drama,,
7400000,62215,8.124767,21817298,Melancholia,7.0,915,18|878,Drama|Science Fiction,,
0,31451,7.998711,0,Forever Strong,6.9,56,18,Drama,,
150000000,10195,29.158489,449326618,Thor,6.6,6678,12|14|28,Adventure|Fantasy|Action,Thor Collection,131296
0,40719,3.389994,0,War of the Wildcats,6.3,8,37,Western,,
0,43435,0.369118,0,Jolson Sings Again,6.5,2,18|10402,Drama|Music,,
0,59928,1.118926,0,Spooner,4.4,4,35|10749,Comedy|Romance,,
0,45523,3.882248,0,Louis C.K.: Hilarious,8.2,70,35,Comedy,,
0,30969,1.836976,0,Louis C.K.: Chewed Up,8.3,46,35,Comedy,,
15000000,56780,3.4949,4627375,Atlas Shrugged Part I,5.0,61,18|53|878|9648,Drama|Thriller|Science Fiction|Mystery,Atlas Shrugged Collection,166381
0,99920,0.90327,0,Confessions of a Nazi Spy,5.3,6,18|10752,Drama|War,,
0,76714,2.035099,0,The Journey,7.2,9,18|10749,Drama|Romance,,
0,24447,2.654295,0,Louis C.K.: Shameless,7.8,43,35,Comedy,,
0,31555,1.076524,0,Pushover,5.5,8,18|53|80,Drama|Thriller|Crime,,
0,77166,0.016204,0,Saint Jack,6.5,4,18,Drama,,
0,72596,0.141973,0,Movie Days,5.5,2,,,,
0,26880,0.397179,0,Children of Nature,6.0,3,10749|18,Romance|Drama,,
12300000,18826,2.355305,0,Spring Breakdown,5.1,18,35,Comedy,,
4000000,48415,6.700081,65584679,Welcome to the South,6.6,395,35,Comedy,Benvenuti al... Collection,150967
20000000,50671,5.47578,0,The Resident,5.3,168,53|9648,Thriller|Mystery,,
0,57118,7.839933,0,That's What I Am,6.7,57,35|18|10751,Comedy|Drama|Family,,
0,30599,0.159024,0,Kobe Doin' Work,7.3,4,99,Documentary,,
0,29745,1.207013,0,City Streets,6.3,9,10749|80|18,Romance|Crime|Drama,,
0,12221,1.636544,0,Two Drifters,5.9,7,18,Drama,,
0,44159,1.530601,0,Women Without Men,6.4,9,18,Drama,,
30000000,47904,1.170864,0,Outside the Law,6.5,20,28|18|36|10752,Action|Drama|History|War,,
0,34420,0.479697,0,Wrong Rosary,8.0,4,18,Drama,,
0,27045,1.346122,0,The Crimson Kimono,7.2,6,10749|18|53|80|9648,Romance|Drama|Thriller|Crime|Mystery,,
0,25638,0.618282,0,Laaga Chunari Mein Daag - Journey of A Woman,4.4,8,18|10749|10769,Drama|Romance|Foreign,,
0,152861,0.100195,0,Outsider,5.0,1,18,Drama,,
0,53741,0.288203,119919,Crazy Love,6.5,7,35|18|10769|10749,Comedy|Drama|Foreign|Romance,,
0,10011,1.462272,0,Abominable,4.7,21,27|53,Horror|Thriller,,
0,140101,0.663575,0,Love Torn in a Dream,9.0,3,,,,
0,72026,1.029596,0,Pleasures of the Flesh,6.0,5,18|35,Drama|Comedy,,
0,77124,0.775235,0,Sing a Song of Sex,5.0,2,35|18,Comedy|Drama,,
0,42709,0.660055,0,"Silent Night, Deadly Night III: Better Watch Out!",3.6,14,27,Horror,"Silent Night, Deadly Night Collection",256296
0,36821,0.603245,0,The Perils of Pauline,5.6,4,35,Comedy,,
0,61952,1.076806,0,A Good Lawyer's Wife,6.3,9,18|80,Drama|Crime,,
0,12078,0.000431,0,Larks on a String,6.8,7,18,Drama,,
0,9511,6.065049,48720000,Rabbit Without Ears 2,6.1,99,35|10749,Comedy|Romance,Keinohrhasen Filmreihe,215456
20000000,202241,3.010129,0,Mildred Pierce,7.3,36,18,Drama,,
0,72375,0.277333,0,Rien sur Robert,5.2,5,18,Drama,,
0,21508,0.283513,0,Stranded: I've Come from a Plane That Crashed on the Mountains,8.0,4,99|10769,Documentary|Foreign,,
0,76816,0.63143,0,The Age of the Earth,5.0,2,18,Drama,,
0,51520,0.772501,0,Blind Mountain,7.4,11,18,Drama,,
0,141241,0.03856,28,15,8.0,1,,,,
0,8904,0.744425,0,Service,5.8,3,18,Drama,,
0,18187,0.365032,0,Flow: For Love of Water,6.4,6,99,Documentary,,
0,167966,0.154035,0,Voices from the List,6.4,4,99,Documentary,,
0,48515,0.484749,0,Japanese Summer: Double Suicide,4.7,3,80|18|10769,Crime|Drama|Foreign,,
0,87673,0.216055,0,No Blood Relation,7.8,4,,,,
0,36290,7.107178,0,Crimes of Fashion,3.9,13,28|35|53,Action|Comedy|Thriller,,
0,4880,0.333738,0,Nichts als Gespenster,6.0,2,35|18,Comedy|Drama,,
0,28627,2.581248,0,The Student of Prague,6.2,10,18|27,Drama|Horror,,
560000,239553,0.006265,0,Ito: Diary of an Urban Priest,0.0,0,99,Documentary,,
0,60315,0.312707,0,High School,6.9,7,99,Documentary,,
0,43817,2.072948,0,White Lightnin',7.3,17,18|53,Drama|Thriller,,
0,48414,1.027124,0,Alamar,6.7,13,99|18|10751,Documentary|Drama|Family,,
0,12588,1.107327,0,My Friend from Faro,5.8,3,18,Drama,,
0,51736,2.312106,0,Bloomington,6.2,40,18|10749,Drama|Romance,,
38000000,55787,7.649466,114156230,Water for Elephants,6.7,879,18|10749,Drama|Romance,,
0,125874,0.53548,0,Love & Savagery,0.0,0,10749|18,Romance|Drama,,
0,43498,0.120028,0,Yolanda and the Thief,3.7,3,14|10749,Fantasy|Romance,,
0,3581,1.819461,0,Death Line,6.0,17,27,Horror,,
0,33134,7.900269,0,The Horseman,6.1,39,53|80,Thriller|Crime,,
0,61488,0.991492,0,Foo Fighters: Back and Forth,7.5,27,10402|99,Music|Documentary,,
0,61933,1.362069,0,The Light Bulb Conspiracy,7.4,23,99,Documentary,,
4600000,50848,4.786783,0,The Names of Love,7.3,94,18|35|10749,Drama|Comedy|Romance,,
0,35619,0.983842,0,Storm,6.9,10,18|10769|9648|53,Drama|Foreign|Mystery|Thriller,,
0,34902,0.802831,0,Day and Night,6.0,3,18,Drama,,
0,57586,3.267026,15240456,African Cats,7.1,74,99|10751|12,Documentary|Family|Adventure,,
0,52032,1.733716,246574,My Dog Tulip,7.6,9,16|35|18,Animation|Comedy|Drama,,
6500000,62255,7.12869,0,Tracker,6.0,18,28|18|53|12,Action|Drama|Thriller|Adventure,,
0,106515,0.496835,0,Ali Baba Goes To Town,6.6,5,35|10751|14,Comedy|Family|Fantasy,,
0,185263,0.154986,0,The Bachelor Party,7.0,2,18,Drama,,
0,44555,1.352447,0,"A Woman, a Gun and a Noodle Shop",4.8,13,35|18|53,Comedy|Drama|Thriller,,
0,54083,1.992959,0,Film Socialisme,6.9,17,18,Drama,,
0,51209,5.981634,1188194,Kill the Irishman,6.7,166,28|80|53|18,Action|Crime|Thriller|Drama,,
0,14252,0.543548,0,Vice,4.8,5,28|53,Action|Thriller,,
12000000,52256,1.225282,0,1612: Chronicles of the Dark Time,5.3,8,36|18,History|Drama,,
0,55934,1.636778,0,Cold Weather,6.4,14,9648|18|35|53,Mystery|Drama|Comedy|Thriller,,
125000000,51497,1.420361,626137675,Fast Five,7.1,2491,28|53|80,Action|Thriller|Crime,The Fast and the Furious Collection,9485
0,87308,1.780902,0,Shirin,7.1,8,18,Drama,,
0,80639,0.434492,0,They Won't Forget,3.5,3,18|9648,Drama|Mystery,,
0,84099,0.141963,0,Here Comes the Navy,4.8,4,10752|18,War|Drama,,
0,43515,0.176901,0,The Sky's the Limit,6.2,5,35|10749,Comedy|Romance,,
0,43594,0.309319,0,The Emperor Jones,3.8,3,18,Drama,,
0,57082,0.168154,0,Babylon,8.7,3,18,Drama,,
0,157856,0.204375,0,Once Upon a Time,6.0,2,,,,
0,241620,0.73039,0,Louis Theroux: Law and Disorder in Johannesburg,7.3,9,,,,
0,37041,1.422265,0,The Woman on the Beach,5.7,13,18|10749,Drama|Romance,,
19000000,88451,0.046658,0,"Yes, Giorgio",5.0,1,18|35|10749|10769,Drama|Comedy|Romance|Foreign,,
0,57035,0.844427,0,The House of Rothschild,4.8,6,18|36,Drama|History,,
0,19237,4.137441,0,Kill Theory,5.4,38,27|53,Horror|Thriller,,
0,86225,0.468764,0,The Day They Robbed the Bank of England,6.1,4,80|18,Crime|Drama,,
0,28286,0.933628,0,Reunion in France,5.8,3,18|10749|10752,Drama|Romance|War,,
0,128990,0.095652,0,Cooking up dreams,0.0,0,10769,Foreign,,
0,46175,1.843332,0,Daughters of Darkness,5.9,26,27|53,Horror|Thriller,,
0,43908,0.748276,0,Kosmos,6.3,13,35|18,Comedy|Drama,,
0,130272,0.255441,0,"Mother Dao, the Turtlelike",8.8,4,36|99,History|Documentary,,
0,42521,1.300214,0,Idiots and Angels,6.3,21,16|35,Animation|Comedy,,
0,56113,0.402405,0,The Parking Lot Movie,6.5,10,99,Documentary,,
0,50272,1.881046,0,We Are What We Are,5.9,20,27|53,Horror|Thriller,,
0,55836,0.602797,0,A Gentle Woman,6.8,15,10749|18,Romance|Drama,,
0,79179,0.00022,0,God's Country,7.5,4,99,Documentary,,
0,1115,0.744845,0,Ghosts,6.8,7,18,Drama,,
3900000,54524,1.824255,208475,The Robber,6.7,31,18|53|80,Drama|Thriller|Crime,,
0,22449,0.705809,0,I Just Didn't Do It,6.8,11,18,Drama,,
0,46804,0.21384,0,The Idiot Returns,6.6,5,,,,
0,8931,0.477939,0,The Bastards,6.2,5,28|12|18|10769|53,Action|Adventure|Drama|Foreign|Thriller,,
0,56314,0.837297,0,Truly Human,5.1,8,10769|18|10749,Foreign|Drama|Romance,,
0,62321,2.7151,0,Attenberg,5.9,33,18,Drama,,
0,97039,0.005351,0,The Asthenic Syndrome,6.6,7,18,Drama,,
0,19482,1.595804,0,My Dear Enemy,6.2,9,35|10749,Comedy|Romance,,
0,57859,0.897443,0,Night and Day,7.2,9,18,Drama,,
0,117406,0.150687,0,Porto of My Childhood,7.0,4,18,Drama,,
0,120972,0.119875,0,Everybody's Woman,7.5,2,18,Drama,,
0,73474,0.324047,0,The High Cost of Living,6.6,8,18,Drama,,
0,11376,10.437479,0,Swimming Pool,4.6,17,53|27,Thriller|Horror,,
6800000,46738,8.596012,7103838,Incendies,7.9,496,18|10752|9648,Drama|War|Mystery,,
0,54699,1.048238,0,Nora Roberts' Blue Smoke,3.8,5,28|18|10749|53|10770,Action|Drama|Romance|Thriller|TV Movie,,
0,18033,1.289688,0,Nora Roberts' Montana Sky,4.6,9,18|10749|53|10770,Drama|Romance|Thriller|TV Movie,,
0,92341,0.487087,0,Bird of Paradise,3.3,4,12|10749|18,Adventure|Romance|Drama,,
0,47310,0.550932,0,Invitation to the Dance,6.0,7,10402|16|14,Music|Animation|Fantasy,,
0,38944,0.401608,0,The Leaning Tower,5.7,3,35,Comedy,,
0,55408,0.04048,0,Kymmenen riivinrautaa,5.0,1,,,,
0,40041,0.705654,0,Dead Kids,6.0,12,27|9648|53|878,Horror|Mystery|Thriller|Science Fiction,,
0,62077,1.06874,0,Neon Flesh,5.8,17,53|28|35,Thriller|Action|Comedy,,
0,24810,1.992832,0,Nora Roberts' Carolina Moon,4.4,9,10770|18|9648|10749|53,TV Movie|Drama|Mystery|Romance|Thriller,,
0,30335,0.858014,0,Nora Roberts' Angels Fall,3.6,5,18|9648|10749|53,Drama|Mystery|Romance|Thriller,,
0,188505,0.663971,0,Persona non grata,5.0,1,18,Drama,,
18000000,43959,11.009053,47088990,Soul Surfer,6.9,355,10751|28|18,Family|Action|Drama,,
35000000,49022,5.47309,59901913,Something Borrowed,5.9,304,35|18|10749,Comedy|Drama|Romance,,
0,40699,0.305066,0,"Rock, Paper, Scissors: The Way of the Tosser",5.7,3,35,Comedy,,
0,21841,0.545307,0,June 9,5.5,2,27,Horror,,
0,115427,0.017296,0,Macbeth,10.0,1,18,Drama,,
32500000,55721,6.810991,288383523,Bridesmaids,6.5,1697,35|10749,Comedy|Romance,,
60000000,38321,8.259952,78309131,Priest,5.4,710,28|878|14|53|27,Action|Science Fiction|Fantasy|Thriller|Horror,,
0,61420,0.814923,0,The 19th Wife,3.6,5,18|9648|53,Drama|Mystery|Thriller,,
0,56822,0.176668,0,PoliWood,6.0,2,99|9648|53,Documentary|Mystery|Thriller,,
100000000,32654,2.860376,0,The Storm Warriors,5.3,20,28|12|14,Action|Adventure|Fantasy,The Storm Riders Collection,146532
0,49853,0.985158,0,Same Same But Different,6.1,10,18,Drama,,
2500000,46849,0.46335,71904,Eye of the Dolphin,7.1,7,18,Drama,Eye of the Dolphin Collection,264914
9780000,13507,5.526637,0,Intimate Enemies,7.1,14,18|10752|36,Drama|War|History,,
21000000,50780,5.484379,970816,The Beaver,6.2,281,18,Drama,,
0,50012,0.707819,0,King Lear,6.7,6,35|18,Comedy|Drama,,
0,58035,0.060829,0,To the Shores of Tripoli,7.0,1,18|10752,Drama|War,,
0,27777,0.699893,0,The Racket,5.5,4,80|18,Crime|Drama,,
0,92667,0.042219,0,Black Fury,7.0,1,80|18|10749,Crime|Drama|Romance,,
0,106882,0.986394,0,Kitty,4.4,4,18|10749|36,Drama|Romance|History,,
0,39410,1.935424,0,Mothra,6.2,24,14|878|53,Fantasy|Science Fiction|Thriller,Mothra Collection,171732
0,1679,2.772214,0,Godzilla Raids Again,6.0,28,28|878|27,Action|Science Fiction|Horror,Godzilla (Showa) Collection,374509
8500000,47518,3.436769,0,The Tortured,5.3,53,27,Horror,,
380000000,1865,27.88772,1045713802,Pirates of the Caribbean: On Stranger Tides,6.4,5068,12|28|14,Adventure|Action|Fantasy,Pirates of the Caribbean Collection,295
30000000,59436,11.43256,151119219,Midnight in Paris,7.4,2049,14|35|10749,Fantasy|Comedy|Romance,,
0,63831,7.95457,0,The Kid with a Bike,7.2,119,18,Drama,,
0,51608,9.023244,43059790,The Man from Nowhere,7.6,338,28|53|80,Action|Thriller|Crime,,
0,43385,9.743518,0,Born to Be Bad,5.1,6,18,Drama,,
0,50078,0.745458,0,Jewel Robbery,5.8,5,10749|35|80,Romance|Comedy|Crime,,
32000000,8967,11.204539,54674226,The Tree of Life,6.5,1009,18|14,Drama|Fantasy,,
0,86284,0.98558,0,Paper Lion,7.0,3,35,Comedy,,
0,63858,1.338054,0,All I Desire,7.7,6,18,Drama,,
0,41611,0.791565,0,Jeopardy,6.4,13,18|53,Drama|Thriller,,
0,15911,0.657751,0,The Village Barbershop,7.0,4,35|18,Comedy|Drama,,
0,28723,0.414275,0,Diary of a Cannibal,1.0,4,27|80|10749,Horror|Crime|Romance,,
80000000,45243,21.893532,254455986,The Hangover Part II,6.2,3836,35,Comedy,The Hangover Collection,86119
32000000,52077,8.371842,0,Nothing to Declare,5.7,275,35,Comedy,,
0,32120,0.626391,0,No Time For Love,7.5,2,10749|35,Romance|Comedy,,
0,85504,0.398635,0,The Sin of Madelon Claudet,2.0,3,18,Drama,,
0,110628,0.677081,0,This Above All,7.5,3,18|10749|10752,Drama|Romance|War,,
0,56271,0.194308,0,Double Take,6.4,5,99,Documentary,,
0,70264,0.151612,0,Fly Away,5.5,4,18|10749,Drama|Romance,,
0,22882,2.11211,0,Van Diemen's Land,5.8,11,18|36|53,Drama|History|Thriller,,
0,121662,0.372911,0,One Hundred Mornings,4.6,5,18|53|878,Drama|Thriller|Science Fiction,,
0,56807,0.308648,0,Son of Babylon,7.7,6,18|10749,Drama|Romance,,
0,23116,2.286217,0,Loose Change 9/11: An American Coup,6.5,31,99,Documentary,Loose Change Collection,123438
0,60306,0.840678,0,Victim,4.0,12,18|27|53,Drama|Horror|Thriller,,
0,21469,3.791141,0,Across the Hall,6.3,30,53|9648|10749,Thriller|Mystery|Romance,,
0,359002,0.041625,0,Daayen Ya Baayen,8.5,1,10751|35|18,Family|Comedy|Drama,,
20000000,5937,9.154152,0,John Rabe,7.2,30,18|36|10752,Drama|History|War,,
0,38931,1.566266,0,Oh My God,4.6,4,35|99,Comedy|Documentary,,
0,3107,3.74447,0,Destroy All Monsters,6.4,33,28|878|53|27,Action|Science Fiction|Thriller|Horror,Godzilla (Showa) Collection,374509
0,131880,0.640779,0,Stonewall Uprising,7.0,2,99,Documentary,,
0,145154,0.006986,0,Ballou,0.0,0,,,,
0,43692,0.349145,0,The Clairvoyant,6.5,1,18|9648|10749|53,Drama|Mystery|Romance|Thriller,,
2000000,42889,2.235068,563706,The Virginity Hit,4.6,19,35,Comedy,,
0,252059,0.003013,0,Through and Through,8.0,2,80,Crime,,
4317946,57276,12.452985,14624826,Pina,7.3,76,99,Documentary,,
800000,79649,0.717502,0,Eyes of a Stranger,6.5,12,27|53,Horror|Thriller,,
0,87349,0.803371,0,Outcast of the Islands,6.5,5,18|12,Drama|Adventure,,
0,47489,1.0988,0,The Moon in the Gutter,6.0,12,18|53|80,Drama|Thriller|Crime,,
0,29382,0.241689,0,Under Our Skin,4.3,2,99,Documentary,,
0,17367,0.673026,0,Belle Toujours,6.2,5,10402|18,Music|Drama,,
16000000,49950,8.453293,40492759,The Roommate,5.3,230,53|18|27,Thriller|Drama|Horror,,
0,11226,2.540103,0,Strip Nude for Your Killer,6.4,16,27|53,Horror|Thriller,,
0,84237,0.284625,0,Humanity and Paper Balloons,8.1,8,18,Drama,,
0,52049,0.571607,0,Comedy of Innocence,5.0,2,18|10769|9648|53,Drama|Foreign|Mystery|Thriller,,
0,25672,0.798956,0,Hollow Triumph,6.9,11,53|80,Thriller|Crime,,
0,42506,1.817185,0,The Housemaid,7.0,19,80|18,Crime|Drama,"Martin Scorsese’s World Cinema Project, Vol. 1",303969
0,80560,0.337334,0,Wanda,6.7,9,18,Drama,,
2000000,53413,0.70052,0,The Strange Case of Angelica,6.6,16,18,Drama,,
0,23516,0.039692,0,Frownland,5.0,1,35|18,Comedy|Drama,,
0,43616,0.917276,0,The King of Escape,6.9,9,12|35,Adventure|Comedy,,
0,122709,0.216209,0,Zoo in Budapest,4.5,2,18,Drama,,
0,78789,0.270612,0,Tomorrow We Move,4.3,3,35,Comedy,,
0,58529,0.457814,0,Dealer,5.0,1,18,Drama,,
0,104505,0.212178,0,No Rest for the Brave,6.0,3,18|35|10749|10769,Drama|Comedy|Romance|Foreign,,
0,83230,0.040663,0,Trails,6.0,1,18,Drama,,
0,3962,0.672189,0,Bis zum Ellenbogen,7.3,4,35,Comedy,,
0,142712,0.430238,0,8:28 AM,6.0,3,10749|18,Romance|Drama,,
0,55700,0.639743,0,Ossos,5.4,9,18,Drama,,
0,80799,0.259367,0,All Is Forgiven,6.3,6,,,,
0,10420,1.028906,0,The Mistress,7.0,4,18,Drama,,
9500000,44945,7.778097,120000,Trust,6.6,314,80|18|53,Crime|Drama|Thriller,,
0,15543,2.575856,0,Penny Dreadful,5.4,34,27|53,Horror|Thriller,,
0,85670,0.409615,0,Night Flight,5.0,3,18,Drama,,
0,113653,0.605028,0,Prison,7.0,6,18,Drama,,
0,97211,0.84719,0,Dreams,7.1,20,18,Drama,,
0,44221,2.321234,0,Group Sex,5.5,20,35|10749,Comedy|Romance,,
0,83345,1.093239,0,The Mosquito Net,5.8,6,18|35,Drama|Comedy,,
0,57059,2.224816,0,Loft,6.3,26,53,Thriller,,
0,74183,0.07732,0,Vieraalla Maalla,6.0,2,35|10749,Comedy|Romance,,
0,51170,10.567325,0,Open Season 3,5.4,113,16|10751|35,Animation|Family|Comedy,Open Season Collection,66761
2000000,60164,2.031708,0,The Speed of Thought,4.1,15,28|53|878,Action|Thriller|Science Fiction,,
0,41504,0.766398,0,Henri Georges Clouzot's Inferno,6.5,11,99|10769,Documentary|Foreign,,
2000000,38850,2.300459,7306,Stolen,6.5,28,80|18|9648|53,Crime|Drama|Mystery|Thriller,,
6000000,37206,6.760491,0,A Shine of Rainbows,6.3,14,18|10751,Drama|Family,,
0,83587,0.341733,0,Zombie Girl: The Movie,6.1,9,27|99,Horror|Documentary,,
0,76171,3.990811,0,Turbulence 2: Fear of Flying,4.1,10,53|28,Thriller|Action,Turbulence Collection,166379
0,140995,0.646946,0,The Sisters,0.0,0,18,Drama,,
3906840,42571,2.382068,4300000,The Double Hour,6.3,26,80|18|9648|10749|53,Crime|Drama|Mystery|Romance|Thriller,,
0,45033,0.085317,0,20 Seconds of Joy,8.0,1,99,Documentary,,
0,44223,0.540311,0,Happy Ever Afters,6.3,4,10749|35,Romance|Comedy,,
14350531,59678,9.93263,3964682,Attack the Block,6.3,748,28|35|878,Action|Comedy|Science Fiction,,
0,59468,7.131032,4430765,The Way,7.2,166,12|35|18,Adventure|Comedy|Drama,,
0,51533,3.877376,0,Let the Bullets Fly,7.1,65,28|35|99,Action|Comedy|Documentary,,
135000,46221,4.863972,0,The Tunnel,5.6,117,27|53|9648,Horror|Thriller|Mystery,,
0,33203,0.769924,0,Orwell Rolls in His Grave,7.8,7,99,Documentary,,
0,37665,0.959561,0,Wake,4.9,17,35|18|10749,Comedy|Drama|Romance,,
0,80027,0.443636,0,Kings of the Sun,5.1,12,28|12|37,Action|Adventure|Western,,
0,25738,2.024833,0,He Ran All The Way,6.3,10,18|80,Drama|Crime,,
0,39834,1.21996,0,Violent Saturday,6.7,15,18|80,Drama|Crime,,
150000000,49444,11.481921,665692281,Kung Fu Panda 2,6.7,1925,16|10751,Animation|Family,Kung Fu Panda Collection,77816
0,34184,1.409302,0,The Burglars,6.5,7,28|80,Action|Crime,,
0,100420,1.089754,0,Gabriel Over the White House,5.9,6,18|14|10749,Drama|Fantasy|Romance,,
0,44443,0.334601,0,Lynch,4.0,1,99,Documentary,,
160000000,49538,0.738633,353624124,X-Men: First Class,7.1,5252,28|878|12,Action|Science Fiction|Adventure,X-Men Collection,748
0,49020,7.346099,864659,Submarine,7.4,452,18|35|10749,Drama|Comedy|Romance,,
0,50507,1.749808,0,Crazy Safari,4.8,9,28|35,Action|Comedy,The Gods Must Be Crazy Collection,87805
0,43497,0.257605,0,Tonight and Every Night,3.1,4,10749,Romance,,
0,38417,0.905746,0,The Thief,5.8,9,80|53,Crime|Thriller,,
0,104439,1.507843,0,Raffles,4.8,4,12|80|10749,Adventure|Crime|Romance,,
0,120977,0.11704,0,The Dark Angel,7.0,1,10749|18,Romance|Drama,,
0,43489,0.810032,0,Brewster's Millions,5.2,5,35,Comedy,,
0,102541,0.001402,0,The Patent Leather Kid,0.0,0,10752|18|10749,War|Drama|Romance,,
0,65289,0.059294,0,A Nightmare in Las Cruces,6.0,1,99|18,Documentary|Drama,,
30000000,52505,6.212898,102000000,The Other Woman,6.0,131,18,Drama,,
0,78526,0.002368,0,The Last Dispatch,0.0,0,99|10402,Documentary|Music,,
0,25541,2.587911,0,Brotherhood,7.1,21,18,Drama,,
0,70862,9.201047,0,American Grindhouse,6.8,20,99|36,Documentary|History,,
0,102384,0.38981,0,Two Arabian Knights,0.0,0,12|35|10749,Adventure|Comedy|Romance,,
0,48996,0.105024,0,Den enskilde medborgaren,4.5,2,35,Comedy,,
0,21616,0.783709,0,Captive,7.7,7,18|10769,Drama|Foreign,,
5000000,45658,4.779994,2614773,Everything Must Go,6.0,210,35|18|10749,Comedy|Drama|Romance,,
0,127818,0.153558,0,Eyes of the Mothman,3.0,2,99,Documentary,,
0,41827,3.039909,0,Red White & Blue,5.8,46,18|53,Drama|Thriller,,
3200000,55347,6.72639,5332926,Beginners,6.8,353,18|10749|35,Drama|Romance|Comedy,,
50000000,37686,19.529911,260095987,Super 8,6.6,2496,53|878|9648,Thriller|Science Fiction|Mystery,,
0,41382,6.720886,0,Lottery Ticket,5.7,56,35,Comedy,,
0,45675,0.809801,0,Calvin Marshall,5.5,14,18|35,Drama|Comedy,,
0,52918,0.66481,0,The Oath,7.6,8,99|18,Documentary|Drama,,
2705100,79072,0.447234,0,Falling,5.7,3,18,Drama,,
0,43765,0.100843,0,Delbaran,6.5,2,18|10769,Drama|Foreign,,
0,103203,0.351527,0,Camp de Thiaroye,5.5,2,10752|18,War|Drama,,
0,123074,0.128629,0,The Target Shoots First,8.0,1,99,Documentary,,
0,78400,0.955198,0,The City Below,5.4,6,10749|18,Romance|Drama,,
0,87945,0.001258,0,Chain Camera,0.0,0,99,Documentary,,
0,126108,0.354604,0,Playing 'In the Company of Men',6.5,2,18,Drama,,
0,246882,0.036044,0,Then I Sentenced Them All to Death,6.8,4,10752|18,War|Drama,,
0,61475,11.77327,0,Pale Flower,6.6,21,53|28|18,Thriller|Action|Drama,,
0,84823,0.323573,0,Santa Claus Has Blue Eyes,8.1,8,18,Drama,,
0,34835,0.52541,0,It Felt Like a Kiss,6.9,7,99,Documentary,,
9500,114044,0.074151,0,Interkosmos,6.0,2,18|878,Drama|Science Fiction,,
0,140007,0.209425,0,After the Reconciliation,8.0,1,,,,
0,222600,0.654189,0,Matinée,6.3,2,18|80|53|12,Drama|Crime|Thriller|Adventure,,
0,449677,0.037665,0,The Year of Living Vicariously,5.0,1,,,,
0,185579,0.554905,0,A Sixth Part of the World,8.8,5,99,Documentary,,
0,29877,1.325188,0,Curly Top,6.3,11,10751|10402,Family|Music,,
0,37523,0.623099,0,Envy,6.6,4,18,Drama,,
0,44104,0.419714,0,Private,7.8,4,18|10769,Drama|Foreign,,
0,13137,0.652756,0,A Very British Gangster,6.1,4,80|99,Crime|Documentary,,
0,56231,2.397549,0,The Working Class Goes to Paradise,7.0,30,18,Drama,,
0,47171,0.333211,0,48 Shades,3.2,3,35|18,Comedy|Drama,,
0,58446,5.116632,0,Daydream Nation,5.8,65,18|10749,Drama|Romance,,
0,144560,0.244506,0,"Right On, Man!",5.0,4,10749|18,Romance|Drama,,
0,44219,1.241028,0,The Chosen One,4.6,17,35,Comedy,,
0,19963,3.144046,0,Bernie,7.2,47,35,Comedy,,
0,105981,1.333157,0,Lucky Star,8.2,5,10749|18,Romance|Drama,,
0,89688,0.418088,0,Araya,6.9,6,99|10769,Documentary|Foreign,,
0,263532,0.036519,0,The Danube Exodus,10.0,1,99,Documentary,,
0,55763,0.072357,0,Vääpeli Körmy - Taisteluni,4.0,2,,,Vääpeli Körmy - Collection,148320
200000000,44912,13.985631,219851172,Green Lantern,5.1,2551,12|28|53|878,Adventure|Action|Thriller|Science Fiction,,
0,15766,2.07226,0,"Ghidorah, the Three-Headed Monster",6.2,32,28|14|878,Action|Fantasy|Science Fiction,Godzilla (Showa) Collection,374509
