adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,161158,tt0107779,en,"Paris, France",A writer has torrid fantasy affairs with young men.,0.741522,/aiJ6foo0jdOaJj3vnbxZTlI2JvX.jpg,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'The Ontario Film Development Corporation', 'id': 1203}, {'name': 'Alliance Communications Corporation', 'id': 2480}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1994-02-04,0,112,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,"Paris, France",False,6.0,2
False,,0,[],,218473,tt0109226,en,"The Beans of Egypt, Maine","The Beans are poor, proud, hated by all, but alive in the sense that they struggle against their lot and support each other in time of trouble. Earlene lives across the street from the Bean's trailer, and the view from her window is better than any daytime television soap opera; especially Beal Bean, and especially Beal Bean shirtless. When Reuben Bean is sent to prison for resisting arrest for out-of-season deer hunting, Beal takes up with Reuben's woman Roberta. He also has a child by Earlene, with a triangle of sex complicated by poverty.",0.38247,,[],[],1994-01-01,0,0,[],Released,,"The Beans of Egypt, Maine",False,0.0,1
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,85247,tt0110259,en,Killer,"This lyrical, modern-day film noir finds cynical hit man Mick (Anthony LaPaglia) tiring of his job and asking his boss, mob kingpin George (Peter Boyle), for time off. George gives him the assignment of his life, however, prompting Mick's soul-searching to reach new heights. Mick is asked to kill the sultry Fiona (Mimi Rogers), who owes George money and claims she wants to die. But as Mick spends time with her, he finds himself falling for her.",0.422224,/z6R35t0hXAtLFbauhmsEaSVMBMf.jpg,"[{'name': 'Republic Pictures (II)', 'id': 10348}, {'name': 'Keystone Film Company (II)', 'id': 37572}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",1994-09-14,0,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,You only hurt the one you love.,Killer,False,3.0,2
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,11446,tt0114906,en,Welcome to the Dollhouse,An unattractive 7th grader struggles to cope with suburban life as the middle child with un-attentive parents and bullies at school.,5.14056,/jvxLLHwpK52ZJUusd2RJv8oLHUJ.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-05-24,0,88,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Not all girls want to play with dolls.,Welcome to the Dollhouse,False,6.9,103
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,51980,tt0107002,en,Germinal,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them",2.759302,/uGDqQAosD7HDD1YZd5sgoSLoNfT.jpg,"[{'name': 'Renn Productions', 'id': 82}, {'name': 'France 2 Cinéma', 'id': 83}, {'name': 'DD Productions', 'id': 1524}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1993-09-29,0,160,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,Who needs God and Heaven? We can change this lousy world.,Germinal,False,6.3,43
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,24405,tt0109403,en,Chasers,"Military men Rock Reilly and Eddie Devane are tasked with taking a prisoner, blonde bombshell Toni Johnson, on what becomes an unforgettable road trip. Toni, an enlistee who's in trouble for deserting her unit, soon proves that she's craftier than most inmates.",9.85327,/j8Q7pQ27hvH54wpxJzIuQgQCdro.jpg,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-04-22,1596687,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,It was supposed to be a routine prisoner transfer. But this was no ordinary prisoner.,Chasers,False,4.7,22
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,11655,tt0104029,en,Cronos,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",5.513024,/6ZgqGgguuKU0Ba2aQOjzikbwnNQ.jpg,"[{'name': 'CNCAIMC', 'id': 6566}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",1993-09-12,0,94,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,,Cronos,False,6.4,153
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,11800,tt0110623,en,Naked in New York,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne, (watch for the facial expressions) and to whom you can turn to for help while facing life ('your parents, nyaa, I don't think so'). From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",0.449733,/k9dfMyKqAPxMF9Qelw0rvHbf34Z.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Some Film', 'id': 2658}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-11-10,0,95,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Naked in New York,False,4.0,3
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,8223,tt0107315,es,Kika,"Kika, a young cosmetologist, is called to the mansion of Nicolas, an American writer to make-up the corpse of his stepson, Ramon. Ramon, who is not dead, is revived by Kika's attentions and she then moves in with him. They might live happily ever after but first they have to cope with Kika's affair with Nicolas, the suspicious death of Ramon's mother and the intrusive gaze of tabloid-TV star and Ramon's ex-psychologist Andrea Scarface.",3.647321,/fJxUeCERj8SnasyacGFVdQtptDx.jpg,"[{'name': 'CiBy 2000', 'id': 7832}, {'name': 'El Deseo S.A.', 'id': 11736}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",1993-10-28,0,117,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,,Kika,False,6.8,58
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,14587,tt0106408,en,Bhaji on the Beach,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool.",0.441585,/zX5SNsEByf7YgPqyliI5xBjVgnc.jpg,"[{'name': 'Channel 4 Television', 'id': 5778}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1994-01-21,0,100,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,,Bhaji on the Beach,False,5.1,10
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,31504,tt0110363,en,Little Big League,"The Chairman of the Minnesota Twins passes away and in his will, leaves his grandson, Billy Heywood, ownership of the team. Billy appoints himself the new manager. But will the proud, arrogant arrogant players of the team, be willing to take orders and tactics from a 12 year old boy?",1.960563,/6C3I6GzyB778rlZ13uTJSzTENog.jpg,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-06-29,0,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Major League is about to experience a minor problem . . . . . . he's 12-years-old.,Little Big League,False,6.0,20
False,,0,"[{'id': 18, 'name': 'Drama'}]",,41653,tt0107349,sv,Kådisbellan,"Stocholm in the 1920s. Young Roland lives with his socialist father, Jewish mother and a boxing brother. His mother sells condoms illegally, and from them, Roland makes slingshots which he sells. His rebellious ways has gotten him the special attention of his school teacher, who always makes sure that Roland is punished. Roland also tries to make extra money by repairing bicycles, a successful business that in the end lands him in hot water.",1.764582,/2ghEU2JcFqHGTNr9h7p17eC3zPA.jpg,"[{'name': 'SVT Drama', 'id': 157}, {'name': 'Nordisk Film', 'id': 235}, {'name': 'Svensk Filmindustri (SF)', 'id': 6181}, {'name': 'Svenska Filminstitutet (SFI)', 'id': 7446}]","[{'iso_3166_1': 'DK', 'name': 'Denmark'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}]",1993-09-24,0,102,"[{'iso_639_1': 'sv', 'name': 'svenska'}]",Released,"If growing up were easy, everybody would do it.",The Slingshot,False,6.2,10
False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",,53185,tt0111709,en,Wide Eyed and Legless,"Diana and Deric have an ideal marriage: they thrive in each other's company, they're funny, and they enjoy their two grown children and Deric's dotty mother; the trouble is, Diana can no longer walk and her malady defies medical diagnosis. To care for Diana, Deric is letting his business slide, but at a civic luncheon, he is seated next to Aileen Armitage, a novelist who is blind. They have a nice time, and on the sly, Diana contacts Aileen to made an odd request. Diana's declining health and her resolve bring this triangle of unlikely friends to a surprising place.",0.00015,/iP2WwrkkdZPN34y7phWTJx9N3LE.jpg,[],[],1993-09-05,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wide Eyed and Legless,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,95743,tt0109828,en,Foreign Student,A French football playing exchange student falls in love.,0.002789,/4sObGxR5CNh42qi7Jjv0I8ygF8G.jpg,[],[],1994-07-29,0,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Foreign Student,False,0.0,0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",,23637,tt0107225,en,Io speriamo che me la cavo,"A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples",3.456868,/l5m4ZAGijWr43am5hWYf1T9cEDo.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1992-10-01,0,100,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Ciao, Professore!","Ciao, Professore!",False,7.2,74
False,,200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,17600,tt0111252,en,Spanking the Monkey,"Bright young student Raymond Aibelli is forced to sidetrack an important medical internship because his mother, Susan, is recovering from a broken leg. When he isn't tasked with the most mundane aspects of Susan's recuperation, Raymond finds distraction in a neighborhood girl, Toni Peck. But, as Susan begins relying on her son for both physical and emotional needs, Raymond starts developing disturbing and unwanted new yearnings.",2.799575,/nr3KNkAu7tmiaBnNgxabrcyCLX0.jpg,"[{'name': 'Fine Line Features', 'id': 8}, {'name': 'Swelter Films', 'id': 55150}, {'name': 'Buckeye Films', 'id': 55151}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-01-15,0,106,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A gripping comedy about letting go.,Spanking the Monkey,False,5.3,29
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",,10897,tt0110366,en,The Little Rascals,"Spanky, Alfalfa, Buckwheat, and the other characters made famous in the Our Gang shorts of the 1920s and 1930s are brought back to life in this nostalgic children's comedy. When Alfalfa starts to question his devotion to the club's principles after falling for the beautiful nine-year old Darla, the rest of the gang sets out to keep them apart.",6.707109,/bYpc0diOR3nk9yZeDXEHmsjuKjI.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Amblin Entertainment', 'id': 56}, {'name': 'King World Entertainment', 'id': 23506}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-05,67308282,82,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mischief loves company,The Little Rascals,False,6.3,214
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,349394,tt0106878,en,À la mode,"Fausto enters an orphanage and is initially bullied, but then makes friends with a new bunkmate, Raymond. He is apprenticed to Mietek, a tailor in the Jewish quarter, who teaches him the trade. Fausto charms everyone in the quarter, and falls in love with Tonie, the mechanic's daughter. He starts making outrageous suits for publicity and, after dressing Tonie, decides that he wants to be a famous couturier.",8.2e-05,/qbpjtFUPpYHtILQOLlgMImV1Cyo.jpg,[],[],1993-09-10,0,82,[],Released,,À la mode,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}]",,21352,tt0109120,en,Andre,"The true story of how a marine seal named Andre befriended a little girl and her family, circa 1962.",3.139316,/dB6aXyLns7nKsxcPAE5Dj40dNSx.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-08-17,0,94,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The greatest adventure is finding your way home.,Andre,False,5.0,31
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",,68806,tt0108059,it,La scorta,"The film shows the difficulties of an honest, imperiled judge and his bodyguard of four men, trying to clean up a Sicilian town. Corrupt local politicians, working hand-in-hand with the Mafia, will stop at nothing to prevent exposure of their rackets.",0.046196,/6yZoADfO79h6LhBoHgDEDySg4vH.jpg,[],"[{'iso_3166_1': 'IT', 'name': 'Italy'}]",1993-01-01,0,92,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Escort,False,5.0,5
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}]",,37345,tt0110892,en,Princess Caraboo,"Bristol, England, early 19th century. A beautiful young stranger who speaks a weird language is tried for the crime of begging. But when a man claims that he can translate her dialect, it is understood that the woman is a princess from a far away land. She is then welcomed by a family of haughty aristocrats that only wants to heighten their prestige. However, the local reporter is not at all convinced she is what she claims to be and investigates. Is Caraboo really a princess?",1.943323,/wABzjM2MTIcINrIGo2Ap3NIc8g7.jpg,"[{'name': 'TriStar Pictures', 'id': 559}]",[],1994-09-16,3021629,97,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,She was everything they dreamed of... And nothing they expected.,Princess Caraboo,False,4.4,5
False,,0,"[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]",,32562,tt0112651,en,The Celluloid Closet,"This documentary highlights the historical contexts that gays, lesbians, bisexuals and transgenders have occupied in cinema history, and shows the evolution of the entertainment industry's role in shaping perceptions of LGBT figures. The issues addressed include secrecy – which initially defined homosexuality – as well as the demonization of the homosexual community with the advent of AIDS, and finally the shift toward acceptance and positivity in the modern era.",6.784687,/yu7dybHQPXdmqmW7oPecaICo3Mr.jpg,"[{'name': 'Sony Pictures Classics', 'id': 58}, {'name': 'Channel Four Films', 'id': 181}, {'name': 'Arte', 'id': 201}, {'name': 'Brillstein-Grey Entertainment', 'id': 1606}, {'name': 'Home Box Office (HBO)', 'id': 3268}, {'name': 'Columbia Pictures Television', 'id': 3614}, {'name': 'Zweites Deutsches Fernsehen (ZDF)', 'id': 4606}, {'name': 'Telling Pictures', 'id': 58855}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-01-30,0,102,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Celluloid Closet,False,7.0,24
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",,47507,tt0107642,en,Métisse,"Lola is pregnant. But she does not know who the father is : Jamal, the black muslim, son of diplomats, or Felix, the pennyless jewish messenger. Jamal and Felix meet at Lola's, and the race begins.",1.040873,/pyCu1ruuGpITUJ8Y7iinFZNJHJy.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'BE', 'name': 'Belgium'}]",1993-01-01,0,94,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,Café au Lait,False,6.8,4
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,25403,tt0109382,it,Caro diario,Writer/director/actor Nanni Moretti offers a three-part film diary which takes a sharply satiric look at Italian life.,2.904734,/gdBqvbeQB9yRLEJu0L6fogR455Z.jpg,"[{'name': 'Sacher Film', 'id': 9364}, {'name': 'La Sept Cinéma', 'id': 16366}, {'name': 'Banfilm', 'id': 20769}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1993-10-12,0,100,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Dear Diary,False,6.9,46
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,124304,tt0106678,en,De eso no se habla,"Leonor, a widow in a small South American town, gives birth to Charlotte, a dwarf. The mother not only provides a rich childhood for her daughter, she erases any clues her daughter might see that would lead her to think she is different (mother burns books such as ""Snow White"" and destroys lawn statues of gnomes). In short, she doesn't want to talk about it. The mother succeeds in creating a modern-day Rapunzel: Charlotte becomes an accomplished young woman who captures the heart of Ludovico. But then, the circus comes to town.",1.213481,/ltxbdG9KuSZbAaunQeCGhPPCvRH.jpg,"[{'name': 'Oscar Kramer S.A.', 'id': 37352}, {'name': 'Aura Film', 'id': 37353}, {'name': 'Mojame S.A.', 'id': 37354}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'AR', 'name': 'Argentina'}]",1993-05-20,0,106,[],Released,,I Don't Want to Talk About It,False,6.0,1
False,"{'id': 224478, 'name': 'The Brady Bunch Collection', 'poster_path': '/cXW4na1zatUrsxgsssY8uwJ6A3t.jpg', 'backdrop_path': None}",0,"[{'id': 35, 'name': 'Comedy'}]",,9066,tt0112572,en,The Brady Bunch Movie,"The original 70's TV family is now placed in the 1990's, where they're even more square and out of place than ever.",4.233092,/zqUFRgbHec3zEMI8jqzau5jYn8Z.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-02-16,0,84,"[{'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'hu', 'name': 'Magyar'}]",Released,,The Brady Bunch Movie,False,5.9,87
False,"{'id': 9888, 'name': 'Home Alone Collection', 'poster_path': '/zYPsleQJo1n1rBPlecJBRb3iwSO.jpg', 'backdrop_path': '/cYS2aWxECESUN2OS3JiLrKMmOko.jpg'}",18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",https://www.foxconnect.com/home-alone-4.html,771,tt0099785,en,Home Alone,"Eight-year-old Kevin McCallister makes the most of the situation after his family unwittingly leaves him behind when they go on Christmas vacation. But when a pair of bungling burglars set their sights on Kevin's house, the plucky kid stands ready to defend his territory. By planting booby traps galore, adorably mischievous Kevin stands his ground as his frantic mother attempts to race home before.",0.702543,/8IWPBT1rkAaI8Kpk5V3WfQRklJ7.jpg,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Hughes Entertainment', 'id': 477}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-11-09,476684675,103,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A Family Comedy Without the Family.,Home Alone,False,7.1,2487
False,,22000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}]",,251,tt0099653,en,Ghost,"Sam Wheat is a banker, Molly Jensen is an artist, and the two are madly in love. However, when Sam is murdered by his friend and corrupt business partner Carl Bruner over a shady business deal, he is left to roam the earth as a powerless spirit. When he learns of Carl's betrayal, Sam must seek the help of psychic Oda Mae Brown to set things right and protect Molly from Carl and his goons.",11.945397,/rtxy3cplRFPUvruZajpcoxOQ7bi.jpg,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-07-12,505000000,127,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A love that will last forever.,Ghost,False,6.9,1381
False,"{'id': 86027, 'name': 'Aladdin Collection', 'poster_path': '/enl57YvMhTAdic6El5rfZppyzq2.jpg', 'backdrop_path': '/naeLgo2bt4WKfHF4BTrG6mkmjiY.jpg'}",28000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",http://movies.disney.com/aladdin,812,tt0103639,en,Aladdin,"Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love, although she may only marry a prince. After being thrown in jail, Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land.",16.357419,/7f53XAE4nPiGe9XprpGAeWHuKPw.jpg,"[{'name': 'Walt Disney Pictures', 'id': 2}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1992-11-25,504050219,90,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Wish granted!,Aladdin,False,7.4,3495
False,"{'id': 528, 'name': 'The Terminator Collection', 'poster_path': '/vxiKtcxAJxHhlg2H1X8y7zcM3k6.jpg', 'backdrop_path': '/cpmbkwSxZnKO69V82A9a34tvk2E.jpg'}",100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",,280,tt0103064,en,Terminator 2: Judgment Day,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.",22.661695,/2y4dmgWYRMYXdD1UyJVcn2HSd1D.jpg,"[{'name': 'Lightstorm Entertainment', 'id': 574}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'Canal+', 'id': 5358}, {'name': 'Carolco Pictures', 'id': 14723}, {'name': 'T2 Productions', 'id': 61409}]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-07-01,520000000,137,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,It's nothing personal.,Terminator 2: Judgment Day,False,7.7,4274
False,,22000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",,581,tt0099348,en,Dances with Wolves,"Wounded Civil War soldier, John Dunbar tries to commit suicide – and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",11.654349,/hpmclspug1I8EwKSWhL7pWWltA.jpg,"[{'name': 'Tig Productions', 'id': 335}, {'name': 'Majestic Films International', 'id': 2630}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1990-11-09,424208848,181,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Inside everyone is a frontier waiting to be discovered.,Dances with Wolves,False,7.6,1084
False,,0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,80350,tt0114706,en,Tough and Deadly,A private eye helps an amnesiac CIA agent elude mobsters who don't want him to regain his memory of their drug operation.,0.426887,/2NZiMx5PhtEgKFRnVzGkIWFdYRZ.jpg,"[{'name': 'Shapiro-Glickenhaus Entertainment', 'id': 16636}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-02-14,0,92,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Experts with fists and guns and not afraid to use them.,Tough and Deadly,False,6.3,4
False,"{'id': 120794, 'name': 'Batman Collection', 'poster_path': '/adQxUvQW8HXNsvMG5aj71pHh9T.jpg', 'backdrop_path': '/9SpZvXLZDGGtFqVDByGqSGI64Kw.jpg'}",35000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",,268,tt0096895,en,Batman,"The Dark Knight of Gotham City begins his war on crime with his first major enemy being the clownishly homicidal Joker, who has seized control of Gotham's underworld.",19.10673,/kBf3g9crrADGMc2AMAMlLBgSm2h.jpg,"[{'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'The Guber-Peters Company', 'id': 4357}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1989-06-23,411348924,126,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,Have you ever danced with the devil in the pale moonlight?,Batman,False,7.0,2145
False,"{'id': 9743, 'name': 'The Hannibal Lecter Anthology', 'poster_path': '/aRbyr3KsdmIczGh6VrlvlgQdwMQ.jpg', 'backdrop_path': '/npCbvak9UhjPsZB9Oa2k2jsqI7E.jpg'}",19000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,274,tt0102926,en,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",4.307222,/qjAyTj2BSth1EQ89vNfo0JYVPFN.jpg,"[{'name': 'Orion Pictures', 'id': 41}, {'name': 'Strong Heart/Demme Production', 'id': 55072}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-02-01,272742922,119,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,To enter the mind of a killer she must challenge the mind of a madman.,The Silence of the Lambs,False,8.1,4549
False,,1488423,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",http://movies.disney.com/snow-white-and-the-seven-dwarfs,408,tt0029583,en,Snow White and the Seven Dwarfs,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",16.263878,/wbVGRBYPRRahIZNGXY9TfHDUSc2.jpg,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1937-12-20,184925486,83,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",Snow White and the Seven Dwarfs,False,6.9,1973
